,ocr_text_raw,math_category
544,"5. 함수 \( f(x)=\left(x^{2}-1\right)\left(x^{2}+2 x+2\right) \) 에 대하여 \( f^{\prime}(1) \) 의 값은?
[3점]
(1) 6
(2) 7
(3) 8
(4) 9
(5) 10",미분법
545,"6. \( \pi<\theta<\frac{3}{2} \pi \) 인 \( \theta \) 에 대하여 \( \sin \left(\theta-\frac{\pi}{2}\right)=\frac{3}{5} \) 일 때, \( \sin \theta \) 의 값은? [3점]
(1) \( -\frac{4}{5} \)
(2) \( -\frac{3}{5} \)
(3) \( \frac{3}{5} \)
(4) \( \frac{3}{4} \)
(5) \( \frac{4}{5} \)",삼각함수
546,"7. \( x \) 에 대한 방정식 \( x^{3}-3 x^{2}-9 x+k=0 \) 의 서로 다른 실근의 개수가 2 가 되도록 하는 모든 실수 \( k \) 의 값의 합은? [3점]
(1) 13
(2) 16
(3) 19
(4) 22
(5) 25",미분법
547,"8. \( a_{1} a_{2}<0 \) 인 등비수열 \( \left\{a_{n}\right\} \) 에 대하여
\[
a_{6}=16, \quad 2 a_{8}-3 a_{7}=32
\]

일 때, \( a_{9}+a_{11} \) 의 값은? [3점]
(1) \( -\frac{5}{2} \)
(2) \( -\frac{3}{2} \)
(3) \( -\frac{1}{2} \)
(4) \( \frac{1}{2} \)
(5) \( \frac{3}{2} \)",수열
548,"9. 함수
\[
f(x)=\left\{\begin{array}{rr}
x-\frac{1}{2} & (x<0) \\
-x^{2}+3 & (x \geq 0)
\end{array}\right.
\]

에 대하여 함수 \( (f(x)+a)^{2} \) 이 실수 전체의 집합에서 연속일 때, 상수 \( a \) 의 값은? [4점]
(1) \( -\frac{9}{4} \)
(2) \( -\frac{7}{4} \)
(3) \( -\frac{5}{4} \)
(4) \( -\frac{3}{4} \)
(5) \( -\frac{1}{4} \)",함수의 극한과 연속
549,"10. 다음 조건을 만족시키는 삼각형 ABC 의 외접원의 넓이가 \( 9 \pi \) 일 때, 삼각형 ABC 의 넓이는? [4점]
(가) \( 3 \sin A=2 \sin B \)
(나) \( \cos B=\cos C \)
(1) \( \frac{32}{9} \sqrt{2} \)
(2) \( \frac{40}{9} \sqrt{2} \)
(3) \( \frac{16}{3} \sqrt{2} \)
(4) \( \frac{56}{9} \sqrt{2} \)
(5) \( \frac{64}{9} \sqrt{2} \)",고1/고2 공통수학
550,"11. 최고차항의 계수가 1 이고 \( f(0)=0 \) 인 삼차함수 \( f(x) \) 가
\[
\lim _{x \rightarrow a} \frac{f(x)-1}{x-a}=3
\]

을 만족시킨다. 곡선 \( y=f(x) \) 위의 점 \( (a, f(a)) \) 에서의 접선의 \( y \) 절편이 4 일 때, \( f(1) \) 의 값은? (단, \( a \) 는 상수이다.) [4점]
(1) -1
(2) -2
(3) -3
(4) -4
(5) -5",미분법
551,"12. 그림과 같이 곡선 \( y=1-2^{-x} \) 위의 제 1 사분면에 있는 점 A 를 지나고 \( y \) 축에 평행한 직선이 곡선 \( y=2^{x} \) 과 만나는 점을 B 라 하자. 점 A 를 지나고 \( x \) 축에 평행한 직선이 곡선 \( y=2^{x} \) 과 만나는 점을 C , 점 C 를 지나고 \( y \) 축에 평행한 직선이 곡선 \( y=1-2^{-x} \) 과 만나는 점을 D 라 하자. \( \overline{\mathrm{AB}}=2 \overline{\mathrm{CD}} \) 일 때, 사각형 ABCD 의 넓이는? [4점]
(1) \( \frac{5}{2} \log _{2} 3-\frac{5}{4} \)
(2) \( 3 \log _{2} 3-\frac{3}{2} \)
(3) \( \frac{7}{2} \log _{2} 3-\frac{7}{4} \)
(4) \( 4 \log _{2} 3-2 \)
(5) \( \frac{9}{2} \log _{2} 3-\frac{9}{4} \)",지수함수와 로그함수
552,"13. 곡선 \( y=\frac{1}{4} x^{3}+\frac{1}{2} x \) 와 직선 \( y=m x+2 \) 및 \( y \) 축으로 둘러싸인 부분의 넓이를 \( A \), 곡선 \( y=\frac{1}{4} x^{3}+\frac{1}{2} x \) 와 두 직선 \( y=m x+2, x=2 \) 로 둘러싸인 부분의 넓이를 \( B \) 라 하자. \( B-A=\frac{2}{3} \) 일 때, 상수 \( m \) 의 값은? (단, \( m<-1 \) ) [4점]
(1) \( -\frac{3}{2} \)
(2) \( -\frac{17}{12} \)
(3) \( -\frac{4}{3} \)
(4) \( -\frac{5}{4} \)
(5) \( -\frac{7}{6} \)",적분법
553,"14. 다음 조건을 만족시키는 모든 자연수 \( k \) 의 값의 합은? [4점] \( \log _{2} \sqrt{-n^{2}+10 n+75}-\log _{4}(75-k n) \) 의 값이 양수가 되도록 하는 자연수 \( n \) 의 개수가 12 이다.
(1) 6
(2) 7
(3) 8
(4) 9
(5) 10",지수함수와 로그함수
554,"15. 최고차항의 계수가 1 인 삼차함수 \( f(x) \) 와 상수 \( k(k \geq 0) \) 에 대하여 함수
\[
g(x)=\left\{\begin{array}{ll}
2 x-k & (x \leq k) \\
f(x) & (x>k)
\end{array}\right.
\]

가 다음 조건을 만족시킨다.
(가) 함수 \( g(x) \) 는 실수 전체의 집합에서 증가하고 미분가능하다.
(나) 모든 실수 \( x \) 에 대하여
\[
\begin{array}{l}
\int_{0}^{x} g(t)\{|t(t-1)|+t(t-1)\} d t \geq 0 \text { 이고 } \\
\int_{3}^{x} g(t)\{|(t-1)(t+2)|-(t-1)(t+2)\} d t \geq 0 \text { 이다. }
\end{array}
\]
\( g(k+1) \) 의 최솟값은? [4점]
(1) \( 4-\sqrt{6} \)
(2) \( 5-\sqrt{6} \)
(3) \( 6-\sqrt{6} \)
(4) \( 7-\sqrt{6} \)
(5) \( 8-\sqrt{6} \)
",적분법
555,16. 방정식 \( \log _{2}(x+1)-5=\log _{\frac{1}{2}}(x-3) \) 을 만족시키는 실수 \( x \) 의 값을 구하시오. [3점],지수함수와 로그함수
556,"17. 함수 \( f(x) \) 에 대하여 \( f^{\prime}(x)=6 x^{2}+2 \) 이고 \( f(0)=3 \) 일 때, \( f(2) \) 의 값을 구하시오. [3점]",적분법
557,"18. \( \sum_{k=1}^{9}\left(a k^{2}-10 k\right)=120 \) 일 때, 상수 \( a \) 의 값을 구하시오. [3점]",수열
558,"19. 시각 \( t=0 \) 일 때 원점을 출발하여 수직선 위를 움직이는 점 P 의 시각 \( t(t \geq 0) \) 에서의 속도 \( v(t) \) 가
\[
v(t)=\left\{\begin{array}{ll}
-t^{2}+t+2 & (0 \leq t \leq 3) \\
k(t-3)-4 & (t>3)
\end{array}\right.
\]

이다. 출발한 후 점 P 의 운동 방향이 두 번째로 바뀌는 시각에서의 점 P 의 위치가 1 일 때, 양수 \( k \) 의 값을 구하시오.
[3점]",적분법
559,"20. 5 이하의 두 자연수 \( a, b \) 에 대하여 열린구간 \( (0,2 \pi) \) 에서 정의된 함수 \( y=a \sin x+b \) 의 그래프가 직선 \( x=\pi \) 와 만나는 점의 집합을 \( A \) 라 하고, 두 직선 \( y=1, y=3 \) 과 만나는 점의 집합을 각각 \( B, C \) 라 하자. \( n(A \cup B \cup C)=3 \) 이 되도록 하는 \( a, b \) 의 순서쌍 \( (a, b) \) 에 대하여 \( a+b \) 의 최댓값을 \( M \), 최솟값을 \( m \) 이라 할 때, \( M \times m \) 의 값을 구하시오. [4점]",삼각함수
560,"21. 최고차항의 계수가 1 인 사차함수 \( f(x) \) 가 다음 조건을 만족시킨다.
(가) \( f^{\prime}(a) \leq 0 \) 인 실수 \( a \) 의 최댓값은 2 이다.
(나) 집합 \( \{x \mid f(x)=k\} \) 의 원소의 개수가 3 이상이 되도록 하는 실수 \( k \) 의 최솟값은 \( \frac{8}{3} \) 이다.
\( f(0)=0, f^{\prime}(1)=0 \) 일 때, \( f(3) \) 의 값을 구하시오. [4점]",미분법
561,"22. 수열 \( \left\{a_{n}\right\} \) 은
\[
a_{2}=-a_{1}
\]

이고, \( n \geq 2 \) 인 모든 자연수 \( n \) 에 대하여
\[
a_{n+1}=\left\{\begin{array}{ll}
a_{n}-\sqrt{n} \times a_{\sqrt{n}} & \left(\sqrt{n} \text { 이 자연수이고 } a_{n}>0 \text { 인 경우 }\right) \\
a_{n}+1 & (\text { 그 외의 경우 })
\end{array}\right.
\]

를 만족시킨다. \( a_{15}=1 \) 이 되도록 하는 모든 \( a_{1} \) 의 값의 곱을 구하시오. [4점]",수열
562,"23. 네 개의 숫자 \( 1,1,2,3 \) 을 모두 일렬로 나열하는 경우의 수는? [2점]
(1) 8
(2) 10
(3) 12
(4) 14
(5) 16",경우의 수
563,"24. 두 사건 \( A, B \) 는 서로 배반사건이고
\[
\mathrm{P}\left(A^{C}\right)=\frac{5}{6}, \quad \mathrm{P}(A \cup B)=\frac{3}{4}
\]

일 때, \( \mathrm{P}\left(B^{C}\right) \) 의 값은? [3점]
(1) \( \frac{3}{8} \)
(2) \( \frac{5}{12} \)
(3) \( \frac{11}{24} \)
(4) \( \frac{1}{2} \)
(5) \( \frac{13}{24} \)",확률
564,"25. 다항식 \( \left(x^{2}-2\right)^{5} \) 의 전개식에서 \( x^{6} \) 의 계수는? [3점]
(1) -50
(2) -20
(3) 10
(4) 40
(5) 70",경우의 수
565,"26. 문자 \( a, b, c, d \) 중에서 중복을 허락하여 4 개를 택해 일렬로 나열하여 만들 수 있는 모든 문자열 중에서 임의로 하나를 선택할 때, 문자 \( a \) 가 한 개만 포함되거나 문자 \( b \) 가 한 개만 포함된 문자열이 선택될 확률은? [3점]
(1) \( \frac{5}{8} \)
(2) \( \frac{41}{64} \)
(3) \( \frac{21}{32} \)
(4) \( \frac{43}{64} \)
(5) \( \frac{11}{16} \)",확률
566,"27. 1 부터 6 까지의 자연수가 하나씩 적혀 있는 6 개의 의자가 있다. 이 6 개의 의자를 일정한 간격을 두고 원형으로 배열할 때, 서로 이웃한 2 개의 의자에 적혀 있는 수의 합이 11 이 되지 않도록 배열하는 경우의 수는?
(단, 회전하여 일치하는 것은 같은 것으로 본다.) [3점]
(1) 72
(2) 78
(3) 84
(4) 90
(5) 96",경우의 수
567,"28. 탁자 위에 놓인 4 개의 동전에 대하여 다음 시행을 한다.

4 개의 동전 중 임의로 한 개의 동전을 택하여 한 번 뒤집는다.

처음에 3 개의 동전은 앞면이 보이도록, 1 개의 동전은 뒷면이 보이도록 놓여 있다. 위의 시행을 5 번 반복한 후 4 개의 동전이 모두 같은 면이 보이도록 놓여 있을 때, 모두 앞면이 보이도록 놓여 있을 확률은? [4점]
(1) \( \frac{17}{32} \)
(2) \( \frac{35}{64} \)
(3) \( \frac{9}{16} \)
(4) \( \frac{37}{64} \)
(5) \( \frac{19}{32} \)",확률
568,"29. 40 개의 공이 들어 있는 주머니가 있다. 각각의 공은

흰 공 또는 검은 공 중 하나이다.
이 주머니에서 임의로 2 개의 공을 동시에 꺼낼 때, 흰 공 2 개를 꺼낼 확률을 \( p \), 흰 공 1 개와 검은 공 1 개를 꺼낼 확률을 \( q \), 검은 공 2 개를 꺼낼 확률을 \( r \) 이라 하자. \( p=q \) 일 때, \( 60 r \) 의 값을 구하시오. (단, \( p>0 \) ) [4점]",확률
569,"30. 집합 \( X=\{-2,-1,0,1,2\} \) 에 대하여 다음 조건을 만족시키는 함수 \( f: X \rightarrow X \) 의 개수를 구하시오. [4점]
(가) \( X \) 의 모든 원소 \( x \) 에 대하여 \( x+f(x) \in X \) 이다.
(나) \( x=-2,-1,0,1 \) 일 때 \( f(x) \geq f(x+1) \) 이다.",확률
592,"23. \( \lim _{n \rightarrow \infty} \frac{\left(\frac{1}{2}\right)^{n}+\left(\frac{1}{3}\right)^{n+1}}{\left(\frac{1}{2}\right)^{n+1}+\left(\frac{1}{3}\right)^{n}} \) 의 값은? [2점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",수열의 극한
593,"24. 곡선 \( x \sin 2 y+3 x=3 \) 위의 점 \( \left(1, \frac{\pi}{2}\right) \) 에서의 접선의 기울기는? [3점]
(1) \( \frac{1}{2} \)
(2) 1
(3) \( \frac{3}{2} \)
(4) 2
(5) \( \frac{5}{2} \)",미분법
594,"25. 수열 \( \left\{a_{n}\right\} \) 이
\[
\sum_{n=1}^{\infty}\left(a_{n}-\frac{3 n^{2}-n}{2 n^{2}+1}\right)=2
\]

를 만족시킬 때, \( \lim _{n \rightarrow \infty}\left(a_{n}^{2}+2 a_{n}\right) \) 의 값은? [3점]
(1) \( \frac{17}{4} \)
(2) \( \frac{19}{4} \)
(3) \( \frac{21}{4} \)
(4) \( \frac{23}{4} \)
(5) \( \frac{25}{4} \)",수열의 극한
595,"26. 양수 \( t \) 에 대하여 곡선 \( y=e^{x^{2}}-1(x \geq 0) \) 이 두 직선 \( y=t \), \( y=5 t \) 와 만나는 점을 각각 \( \mathrm{A}, \mathrm{B} \) 라 하고, 점 B 에서 \( x \) 축에 내린 수선의 발을 C 라 하자. 삼각형 ABC 의 넓이를 \( S(t) \) 라 할 때, \( \lim _{t \rightarrow 0+} \frac{S(t)}{t \sqrt{t}} \) 의 값은? [3점]
(1) \( \frac{5}{4}(\sqrt{5}-1) \)
(2) \( \frac{5}{2}(\sqrt{5}-1) \)
(3) \( 5(\sqrt{5}-1) \)
(4) \( \frac{5}{4}(\sqrt{5}+1) \)
(5) \( \frac{5}{2}(\sqrt{5}+1) \)",함수의 극한과 연속
596,"27. 상수 \( a(a>1) \) 과 실수 \( t(t>0) \) 에 대하여 곡선 \( y=a^{x} \) 위의 점 \( \mathrm{A}\left(t, a^{t}\right) \) 에서의 접선을 \( l \) 이라 하자. 점 A 를 지나고 직선 \( l \) 에 수직인 직선이 \( x \) 축과 만나는 점을 \( \mathrm{B}, y \) 축과 만나는 점을 C 라 하자. \( \frac{\overline{\mathrm{AC}}}{\overline{\mathrm{AB}}} \) 의 값이 \( t=1 \) 에서 최대일 때, \( a \) 의 값은?
[3점]
(1) \( \sqrt{2} \)
(2) \( \sqrt{e} \)
(3) 2
(4) \( \sqrt{2 e} \)
(5) \( e \)",미분법
597,"28. 함수 \( f(x) \) 가
\[
f(x)=\left\{\begin{array}{ll}
(x-a-2)^{2} e^{x} & (x \geq a) \\
e^{2 a}(x-a)+4 e^{a} & (x<a)
\end{array}\right.
\]

일 때, 실수 \( t \) 에 대하여 \( f(x)=t \) 를 만족시키는 \( x \) 의 최솟값을 \( g(t) \) 라 하자.
함수 \( g(t) \) 가 \( t=12 \) 에서만 불연속일 때, \( \frac{g^{\prime}(f(a+2))}{g^{\prime}(f(a+6))} \) 의 값은? (단, \( a \) 는 상수이다.) [4점]
(1) \( 6 e^{4} \)
(2) \( 9 e^{4} \)
(3) \( 12 e^{4} \)
(4) \( 8 e^{6} \)",미분법
598,"29. 함수 \( f(x)=\frac{1}{3} x^{3}-x^{2}+\ln \left(1+x^{2}\right)+a \) ( \( a \) 는 상수)와 두 양수 \( b, c \) 에 대하여 함수
\[
g(x)=\left\{\begin{array}{cc}
f(x) & (x \geq b) \\
-f(x-c) & (x<b)
\end{array}\right.
\]

는 실수 전체의 집합에서 미분가능하다.
\( a+b+c=p+q \ln 2 \) 일 때, \( 30(p+q) \) 의 값을 구하시오.
(단, \( p, q \) 는 유리수이고, \( \ln 2 \) 는 무리수이다.) [4점]",미분법
599,"30. 함수 \( y=\frac{\sqrt{x}}{10} \) 의 그래프와 함수 \( y=\tan x \) 의 그래프가 만나는 모든 점의 \( x \) 좌표를 작은 수부터 크기순으로 나열할 때, \( n \) 번째 수를 \( a_{n} \) 이라 하자.
\[
\frac{1}{\pi^{2}} \times \lim _{n \rightarrow \infty} a_{n}^{3} \tan ^{2}\left(a_{n+1}-a_{n}\right)
\]

의 값을 구하시오. [4점]",수열의 극한
622,"23. 두 벡터 \( \vec{a} \) 와 \( \vec{b} \) 에 대하여
\[
\vec{a}+3(\vec{a}-\vec{b})=k \vec{a}-3 \vec{b}
\]

이다. 실수 \( k \) 의 값은? (단, \( \vec{a} \neq \overrightarrow{0}, \vec{b} \neq \overrightarrow{0} \) ) [2점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",평면벡터
623,"24. 타원 \( \frac{x^{2}}{18}+\frac{y^{2}}{b^{2}}=1 \) 위의 점 \( (3, \sqrt{5}) \) 에서의 접선의 \( y \) 절편은? (단, \( b \) 는 양수이다.) [3점]
(1) \( \frac{3}{2} \sqrt{5} \)
(2) \( 2 \sqrt{5} \)
(3) \( \frac{5}{2} \sqrt{5} \)
(4) \( 3 \sqrt{5} \)
(5) \( \frac{7}{2} \sqrt{5} \)",이차곡선
624,"25. 좌표평면에서 두 벡터 \( \vec{a}=(-3,3), \vec{b}=(1,-1) \) 에 대하여 벡터 \( \vec{p} \) 가
\[
|\vec{p}-\vec{a}|=|\vec{b}|
\]

를 만족시킬 때, \( |\vec{p}-\vec{b}| \) 의 최솟값은? [3점]
(1) \( \frac{3}{2} \sqrt{2} \)
(2) \( 2 \sqrt{2} \)
(3) \( \frac{5}{2} \sqrt{2} \)
(4) \( 3 \sqrt{2} \)
(5) \( \frac{7}{2} \sqrt{2} \)",평면벡터
625,"26. 쌍곡선 \( \frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1 \) 의 한 초점 \( \mathrm{F}(c, 0)(c>0) \) 을 지나고 \( y \) 축에 평행한 직선이 쌍곡선과 만나는 두 점을 각각 \( \mathrm{P}, \mathrm{Q} \) 라 하자. 쌍곡선의 한 점근선의 방정식이 \( y=x \) 이고 \( \overline{\mathrm{PQ}}=8 \) 일 때, \( a^{2}+b^{2}+c^{2} \) 의 값은? (단, \( a \) 와 \( b \) 는 양수이다.) [3점]
(1) 56
(2) 60
(3) 64
(4) 68
(5) 72",이차곡선
626,"27. 그림과 같이 직사각형 ABCD 의 네 변의 중점 \( \mathrm{P}, \mathrm{Q}, \mathrm{R}, \mathrm{S} \) 를 꼭짓점으로 하는 타원의 두 초점을 \( \mathrm{F}, \mathrm{F}^{\prime} \) 이라 하자. 점 F 를 초점, 직선 AB 를 준선으로 하는 포물선이 세 점 \( \mathrm{F}^{\prime}, \mathrm{Q}, \mathrm{S} \) 를 지난다. 직사각형 ABCD 의 넓이가 \( 32 \sqrt{2} \) 일 때, 선분 \( \mathrm{FF}^{\prime} \) 의 길이는?
[3점]
(1) \( \frac{7}{6} \sqrt{3} \)
(2) \( \frac{4}{3} \sqrt{3} \)
(3) \( \frac{3}{2} \sqrt{3} \)
(4) \( \frac{5}{3} \sqrt{3} \)
(5) \( \frac{11}{6} \sqrt{3} \)",이차곡선
627,"28. 좌표평면에서 두 점 \( \mathrm{A}(1,0), \mathrm{B}(1,1) \) 에 대하여

두 점 \( \mathrm{P}, \mathrm{Q} \) 가
\[
|\overrightarrow{\mathrm{OP}}|=1, \quad|\overrightarrow{\mathrm{BQ}}|=3, \quad \overrightarrow{\mathrm{AP}} \cdot(\overrightarrow{\mathrm{QA}}+\overrightarrow{\mathrm{QP}})=0
\]

을 만족시킨다. \( |\overrightarrow{\mathrm{PQ}}| \) 의 값이 최소가 되도록 하는 두 점 \( \mathrm{P}, \mathrm{Q} \) 에 대하여 \( \overrightarrow{\mathrm{AP}} \cdot \overrightarrow{\mathrm{BQ}} \) 의 값은?
(단, O 는 원점이고, \( |\overrightarrow{\mathrm{AP}}|>0 \) 이다.) [4점]
(1) \( \frac{6}{5} \)
(2) \( \frac{9}{5} \)
(3) \( \frac{12}{5} \)
(4) 3
(5) \( \frac{18}{5} \)",평면벡터
628,"29. 좌표평면에 곡선 \( \left|y^{2}-1\right|=\frac{x^{2}}{a^{2}} \) 과 네 점 \( \mathrm{A}(0, c+1) \), \( \mathrm{B}(0,-c-1), \mathrm{C}(c, 0), \mathrm{D}(-c, 0) \) 이 있다. 곡선 위의 점 중 \( y \) 좌표의 절댓값이 1 보다 작거나 같은 모든 점 P 에 대하여 \( \overline{\mathrm{PC}}+\overline{\mathrm{PD}}=\sqrt{5} \) 이다. 곡선 위의 점 Q 가 제 1 사분면에 있고 \( \overline{\mathrm{AQ}}=10 \) 일 때, 삼각형 ABQ 의 둘레의 길이를 구하시오. (단, \( a \) 와 \( c \) 는 양수이다.) [4점]",이차곡선
629,"30. 두 초점이 \( \mathrm{F}(5,0), \mathrm{F}^{\prime}(-5,0) \) 이고, 주축의 길이가 6 인 쌍곡선이 있다. 쌍곡선 위의 \( \overline{\mathrm{PF}}<\overline{\mathrm{PF}^{\prime}} \) 인 점 P 에 대하여 점 Q 가
\[
(|\overrightarrow{\mathrm{FP}}|+1) \overrightarrow{\mathrm{F}^{\prime} \mathrm{Q}}=5 \overrightarrow{\mathrm{QP}}
\]

를 만족시킨다. 점 \( \mathrm{A}(-9,-3) \) 에 대하여 \( |\overrightarrow{\mathrm{AQ}}| \) 의 최댓값을 구하시오. [4점]",이차곡선
630,"1. \( 4^{1-\sqrt{3}} \times 2^{1+2 \sqrt{3}} \) 의 값은? [2점]
(1) 1
(2) 2
(3) 4
(4) 8
(5) 16",지수함수와 로그함수
631,"2. \( \lim _{x \rightarrow \infty}\left(\sqrt{x^{2}+4 x}-x\right) \) 의 값은? [2점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",함수의 극한과 연속
632,"3. 첫째항이 1 인 등차수열 \( \left\{a_{n}\right\} \) 에 대하여 \( a_{5}-a_{3}=8 \) 일 때, \( a_{2} \) 의 값은? [3점]
(1) 3
(2) 4
(3) 5
(4) 6
(5) 7",수열
633,"4. 다항함수 \( f(x) \) 에 대하여 \( \lim _{h \rightarrow 0} \frac{f(1+2 h)-4}{h}=6 \) 일 때, \( f(1)+f^{\prime}(1) \) 의 값은? [3점]
(1) 5
(2) 6
(3) 7
(4) 8
(5) 9",미분법
634,"5. \( \sin (-\theta)+\cos \left(\frac{\pi}{2}+\theta\right)=\frac{8}{5} \) 이고 \( \cos \theta<0 \) 일 때, \( \tan \theta \) 의 값은?
[3점]
(1) \( -\frac{5}{3} \)
(2) \( -\frac{4}{3} \)
(3) 0
(4) \( \frac{4}{3} \)
(5) \( \frac{5}{3} \)",삼각함수
635,"6. 함수 \( f(x)=x^{3}+a x^{2}+3 a \) 가 \( x=-2 \) 에서 극대일 때, 함수 \( f(x) \) 의 극솟값은? (단, \( a \) 는 상수이다.) [3점]
(1) 5
(2) 6
(3) 7
(4) 8
(5) 9",미분법
636,"7. 다항함수 \( f(x) \) 가 실수 전체의 집합에서 증가하고
\[
f^{\prime}(x)=\{3 x-f(1)\}(x-1)
\]

을 만족시킬 때, \( f(2) \) 의 값은? [3점]
(1) 3
(2) 4
(3) 5
(4) 6
(5) 7",적분법
637,"8. 두 양수 \( a, b \) 에 대하여 함수 \( f(x)=a \cos b x \) 의 주기가 \( 6 \pi \) 이고 닫힌구간 \( [\pi, 4 \pi] \) 에서 함수 \( f(x) \) 의 최댓값이 1 일 때, \( a+b \) 의 값은? [3점]
(1) \( \frac{5}{3} \)
(2) \( \frac{11}{6} \)
(3) 2
(4) \( \frac{13}{6} \)
(5) \( \frac{7}{3} \)",삼각함수
638,"9. 수열 \( \left\{a_{n}\right\} \) 의 첫째항부터 제 \( n \) 항까지의 합을 \( S_{n} \) 이라 하자. 모든 자연수 \( n \) 에 대하여
\[
a_{n+1}=1-4 \times S_{n}
\]

이고 \( a_{4}=4 \) 일 때, \( a_{1} \times a_{6} \) 의 값은? [4점]
(1) 5
(2) 10
(3) 15
(4) 20
(5) 25",급수
639,"10. 실수 \( m \) 에 대하여 수직선 위를 움직이는 두 점 \( \mathrm{P}, \mathrm{Q} \) 의 시각 \( t(t \geq 0) \) 에서의 속도를 각각
\[
v_{1}(t)=3 t^{2}+1, \quad v_{2}(t)=m t-4
\]

라 하자. 시각 \( t=0 \) 에서 \( t=2 \) 까지 두 점 \( \mathrm{P}, \mathrm{Q} \) 가 움직인 거리가 같도록 하는 모든 \( m \) 의 값의 합은? [4점]
(1) 3
(2) 4
(3) 5
(4) 6
(5) 7",적분법
640,"11. 공차가 정수인 두 등차수열 \( \left\{a_{n}\right\},\left\{b_{n}\right\} \) 과 자연수 \( m(m \geq 3) \) 이 다음 조건을 만족시킨다.
\[
\begin{array}{l}
\text { (가) }\left|a_{1}-b_{1}\right|=5 \\
\text { (나) } a_{m}=b_{m}, a_{m+1}<b_{m+1}
\end{array}
\]
\( \sum_{k=1}^{m} a_{k}=9 \) 일 때, \( \sum_{k=1}^{m} b_{k} \) 의 값은? [4점]
(1) -6
(2) -5
(3) -4
(4) -3
(5) -2",수열
641,"12. 최고차항의 계수가 1 인 사차함수 \( f(x) \) 에 대하여

곡선 \( y=f(x) \) 와 직선 \( y=\frac{1}{2} x \) 가 원점 O 에서 접하고 \( x \) 좌표가 양수인 두 점 \( \mathrm{A}, \mathrm{B}(\overline{\mathrm{OA}}<\overline{\mathrm{OB}}) \) 에서 만난다.
곡선 \( y=f(x) \) 와 선분 OA 로 둘러싸인 영역의 넓이를 \( S_{1} \),
곡선 \( y=f(x) \) 와 선분 AB 로 둘러싸인 영역의 넓이를 \( S_{2} \) 라 하자.
\( \overline{\mathrm{AB}}=\sqrt{5} \) 이고 \( S_{1}=S_{2} \) 일 때, \( f(1) \) 의 값은? [4점]
(1) \( \frac{9}{2} \)
(2) \( \frac{11}{2} \)
(3) \( \frac{13}{2} \)
(4) \( \frac{15}{2} \)
(5) \( \frac{17}{2} \)",적분법
642,"13. 두 상수 \( a, b(b>0) \) 에 대하여 함수 \( f(x) \) 를
\[
f(x)=\left\{\begin{array}{ll}
2^{x+3}+b & (x \leq a) \\
2^{-x+5}+3 b & (x>a)
\end{array}\right.
\]

라 하자. 다음 조건을 만족시키는 실수 \( k \) 의 최댓값이 \( 4 b+8 \) 일 때, \( a+b \) 의 값은? (단, \( k>b \) ) [4점]
\( b<t<k \) 인 모든 실수 \( t \) 에 대하여 함수 \( y=f(x) \) 의 그래프와 직선 \( y=t \) 의 교점의 개수는 1 이다.
(1) 9
(2) 10
(3) 11
(4) 12
(5) 13",지수함수와 로그함수
643,"14. 최고차항의 계수가 1 인 삼차함수 \( f(x) \) 와 실수 \( t \) 에 대하여 곡선 \( y=f(x) \) 위의 점 \( (t, f(t)) \) 에서의 접선의 \( y \) 절편을 \( g(t) \) 라 하자. 두 함수 \( f(x), g(t) \) 가 다음 조건을 만족시킨다.
\( |f(k)|+|g(k)|=0 \) 을 만족시키는 실수 \( k \) 의 개수는 2 이다.
\( 4 f(1)+2 g(1)=-1 \) 일 때, \( f(4) \) 의 값은? [4점]
(1) 46
(2) 49
(3) 52
(4) 55
(5) 58",미분법
644,"15. 첫째항이 자연수인 수열 \( \left\{a_{n}\right\} \) 이 모든 자연수 \( n \) 에 대하여
\[
a_{n+1}=\left\{\begin{array}{ll}
\frac{a_{n}}{3} & \left(a_{n} \text { 이 } 3 \text { 의 배수인 경우 }\right) \\
\frac{a_{n}^{2}+5}{3} & \left(a_{n} \text { 이 } 3 \text { 의 배수가 아닌 경우 }\right)
\end{array}\right.
\]

를 만족시킬 때, \( a_{4}+a_{5}=5 \) 가 되도록 하는 모든 \( a_{1} \) 의 값의 합은?
[4점]
(1) 63
(2) 66
(3) 69
(4) 72
(5) 75",수열
645,"16. 방정식
\[
\log _{2}(x-3)=1-\log _{2}(x-4)
\]

를 만족시키는 실수 \( x \) 의 값을 구하시오. [3점]",지수함수와 로그함수
646,17. 함수 \( f(x)=(x-1)\left(x^{3}+x^{2}+5\right) \) 에 대하여 \( f^{\prime}(1) \) 의 값을 구하시오. [3점],미분법
647,"18. 최고차항의 계수가 3 인 이차함수 \( f(x) \) 가 모든 실수 \( x \) 에 대하여
\[
\int_{0}^{x} f(t) d t=2 x^{3}+\int_{0}^{-x} f(t) d t
\]

를 만족시킨다. \( f(1)=5 \) 일 때, \( f(2) \) 의 값을 구하시오. [3점]",적분법
